PTS,FG_PCT,FG3_PCT,FT_PCT,REB,AST,STL,BLK,TOV,WL
116,0.528,0.435,0.667,41,28,8,10,18,1
116,0.485,0.278,0.667,42,34,7,6,12,0
116,0.462,0.375,0.909,51,21,9,7,15,1
116,0.429,0.25,0.8,45,22,8,4,17,1
116,0.446,0.457,0.9,39,33,11,5,9,0
116,0.5,0.458,0.793,41,24,3,4,16,1
116,0.556,0.409,0.85,35,21,5,0,12,1
116,0.482,0.375,0.893,45,25,6,2,11,1
116,0.453,0.333,0.769,54,21,10,9,20,1
116,0.484,0.296,0.833,49,26,11,5,13,1
116,0.505,0.375,0.833,43,37,13,2,14,1
116,0.436,0.27,0.818,55,25,8,8,9,1
116,0.494,0.378,0.815,38,29,9,2,16,0
116,0.516,0.429,0.769,40,30,10,2,18,0
116,0.433,0.281,0.793,43,23,6,4,4,0
116,0.5,0.458,0.724,39,29,13,6,11,1
116,0.473,0.346,0.864,60,29,3,8,15,1
116,0.511,0.4,0.696,46,25,7,5,18,0
116,0.457,0.359,0.643,46,28,9,3,14,0
116,0.443,0.405,0.657,48,27,9,5,14,1
116,0.419,0.442,0.905,49,25,6,5,17,1
116,0.532,0.4,0.87,47,27,5,8,18,1
116,0.528,0.484,0.7,49,26,5,5,9,1
116,0.494,0.343,0.75,48,29,6,8,12,1
116,0.488,0.371,0.913,46,21,8,7,15,1
116,0.433,0.393,0.724,47,28,6,4,8,0
116,0.5,0.346,0.773,40,21,8,4,11,1
116,0.455,0.259,0.725,49,18,11,5,14,1
116,0.49,0.294,1.0,36,28,9,5,13,0
116,0.433,0.276,0.828,43,20,12,4,14,0
116,0.471,0.348,0.8,50,23,2,3,12,1
116,0.506,0.389,0.75,34,24,8,4,14,1
116,0.56,0.484,0.875,38,27,9,4,16,1
116,0.468,0.387,0.696,46,27,7,8,17,0
116,0.554,0.438,0.81,36,27,9,7,10,1
116,0.482,0.364,0.737,48,14,8,5,16,1
116,0.402,0.378,0.774,56,21,6,6,16,1
116,0.412,0.385,0.929,53,18,4,8,7,1
116,0.488,0.31,0.833,45,27,8,5,21,0
116,0.453,0.267,0.733,48,15,9,9,19,1
116,0.489,0.382,0.773,61,31,3,9,16,1
116,0.452,0.314,0.913,41,28,14,5,13,1
116,0.484,0.407,0.85,50,23,10,5,13,1
116,0.463,0.378,0.609,53,25,8,4,19,1
116,0.529,0.531,0.875,40,34,9,5,10,1
116,0.43,0.25,0.75,48,22,12,8,8,1
116,0.479,0.515,0.9,46,33,8,3,10,1
116,0.506,0.333,0.808,41,26,4,3,11,0
116,0.489,0.424,0.6,43,21,6,7,10,1
117,0.505,0.357,0.789,41,28,7,5,9,1
117,0.489,0.412,0.682,57,36,5,9,12,1
117,0.448,0.452,0.862,46,26,6,3,21,0
117,0.494,0.424,0.826,42,24,9,4,18,0
117,0.462,0.347,0.696,45,26,3,6,8,1
117,0.46,0.395,0.769,42,23,5,6,13,1
117,0.483,0.324,0.864,48,27,7,6,14,0
117,0.435,0.381,0.808,47,29,8,6,21,1
117,0.452,0.29,0.727,49,26,12,11,12,1
117,0.449,0.382,0.8,53,20,7,5,19,1
117,0.5,0.455,0.906,42,23,7,5,17,1
117,0.506,0.345,0.714,49,30,5,9,18,1
117,0.505,0.429,0.727,49,22,6,8,16,0
117,0.478,0.386,0.636,44,29,17,2,11,1
117,0.483,0.75,0.882,48,25,1,6,11,1
117,0.4,0.364,0.862,50,23,6,3,9,1
117,0.431,0.341,0.833,53,26,4,5,12,0
117,0.5,0.321,0.737,50,17,6,8,18,0
117,0.441,0.387,0.885,45,20,10,6,10,1
117,0.57,0.406,0.609,46,27,5,6,17,1
117,0.454,0.413,0.667,41,24,5,5,11,1
117,0.5,0.467,0.846,49,32,7,6,15,1
117,0.477,0.5,0.708,50,34,4,7,17,0
117,0.506,0.4,0.731,43,22,4,5,16,0
117,0.506,0.348,0.773,38,29,6,3,10,1
117,0.512,0.4,0.864,47,28,6,9,11,1
117,0.461,0.359,0.7,54,24,3,3,14,1
117,0.512,0.516,0.765,47,29,8,3,13,1
117,0.446,0.345,0.81,48,25,10,5,15,1
117,0.554,0.448,0.522,49,20,7,10,17,1
117,0.468,0.231,0.821,58,26,6,9,13,0
117,0.489,0.281,0.952,40,26,11,12,16,1
117,0.446,0.316,0.742,43,28,13,4,17,0
117,0.54,0.48,0.688,50,34,7,5,16,1
117,0.485,0.36,0.933,60,28,7,4,12,1
117,0.489,0.318,0.759,49,15,11,2,14,1
117,0.466,0.294,0.862,54,28,5,6,15,1
117,0.494,0.5,0.824,49,25,3,11,17,1
117,0.483,0.366,0.727,44,18,5,3,14,1
117,0.441,0.421,0.647,59,29,7,4,15,1
117,0.46,0.333,0.829,42,12,7,2,14,0
117,0.478,0.333,0.84,41,22,5,6,14,0
117,0.441,0.424,0.913,47,24,8,10,15,0
117,0.506,0.394,0.727,41,24,8,7,12,1
117,0.512,0.419,0.842,41,26,8,6,16,1
117,0.483,0.351,0.692,35,31,12,10,12,1
117,0.506,0.542,0.957,46,29,4,4,13,1
117,0.505,0.375,0.722,43,29,7,4,9,1
117,0.446,0.436,0.846,42,30,5,8,13,1
117,0.506,0.292,0.686,43,22,16,3,15,1
117,0.557,0.346,0.909,39,30,12,1,12,1
117,0.449,0.391,0.769,46,23,11,11,11,1
117,0.443,0.345,0.806,52,21,5,5,17,1
117,0.494,0.467,0.583,40,27,9,5,19,0
117,0.516,0.368,0.667,37,17,8,3,9,0
118,0.448,0.344,0.913,48,26,9,3,11,1
118,0.511,0.296,0.762,42,25,6,5,14,0
118,0.513,0.231,0.85,41,21,7,8,13,1
118,0.484,0.344,0.652,40,26,4,3,10,0
118,0.519,0.536,0.792,34,28,9,2,14,0
118,0.462,0.333,0.875,37,23,11,3,10,1
118,0.489,0.472,0.643,45,33,7,5,9,1
118,0.447,0.25,0.903,50,18,3,4,7,0
118,0.435,0.372,0.917,49,26,13,7,15,1
118,0.511,0.41,0.8,47,32,8,2,16,1
118,0.452,0.344,0.821,44,30,12,1,12,0
118,0.442,0.406,0.955,58,32,9,8,10,1
118,0.457,0.419,0.5,52,32,6,4,16,0
118,0.527,0.571,0.714,43,19,3,3,18,0
118,0.542,0.318,0.84,46,18,11,7,12,1
118,0.494,0.317,0.76,43,19,13,2,14,1
118,0.519,0.375,1.0,39,20,4,2,10,0
118,0.512,0.438,0.692,53,21,6,5,24,1
118,0.484,0.533,0.737,50,23,10,4,15,1
118,0.482,0.37,0.929,38,27,10,4,16,0
118,0.468,0.5,0.56,52,29,5,10,12,1
118,0.463,0.357,0.714,36,29,7,2,10,0
118,0.532,0.4,0.774,37,23,8,2,9,1
118,0.437,0.357,0.684,64,30,7,1,15,1
118,0.553,0.4,0.8,46,22,7,7,13,1
118,0.538,0.379,0.643,37,29,15,5,13,0
118,0.527,0.323,0.75,45,29,8,5,7,1
118,0.537,0.35,0.692,49,22,12,4,17,1
118,0.44,0.316,0.941,53,21,10,4,14,1
118,0.471,0.333,0.667,43,26,8,10,13,0
118,0.417,0.353,0.714,49,22,1,2,10,0
118,0.536,0.333,0.783,31,28,8,2,11,0
118,0.468,0.375,0.821,49,23,4,5,24,1
118,0.465,0.405,0.767,33,26,8,1,8,0
118,0.544,0.379,0.563,26,30,3,3,9,0
118,0.464,0.222,0.8,56,29,14,3,18,1
118,0.506,0.25,0.741,47,26,16,4,12,1
118,0.474,0.408,1.0,40,30,4,4,10,0
118,0.523,0.414,1.0,35,25,6,5,17,0
118,0.471,0.386,1.0,40,30,9,3,14,1
118,0.462,0.39,0.64,41,30,9,0,13,1
118,0.517,0.407,0.833,44,20,6,4,19,0
118,0.474,0.457,0.706,43,25,8,4,12,1
118,0.584,0.429,0.667,51,24,12,6,20,1
118,0.467,0.481,0.95,42,23,12,6,14,1
118,0.527,0.395,0.625,51,23,7,3,12,1
118,0.482,0.4,0.769,41,27,6,6,18,0
118,0.548,0.241,0.731,40,26,13,4,12,1
118,0.406,0.45,0.783,49,21,4,4,10,1
118,0.473,0.37,0.619,50,27,9,8,17,1
119,0.556,0.357,0.905,32,29,9,6,14,1
119,0.451,0.2,0.741,52,31,6,3,13,0
119,0.433,0.294,0.867,37,24,11,4,14,1
119,0.454,0.368,0.706,47,24,7,7,9,1
119,0.566,0.44,0.636,41,29,13,0,23,1
119,0.525,0.424,0.808,41,21,6,5,14,1
119,0.5,0.343,0.938,48,35,10,4,16,1
119,0.46,0.325,0.788,50,29,6,2,8,1
119,0.461,0.355,0.813,42,27,12,0,13,1
119,0.449,0.391,0.724,32,32,11,0,9,0
119,0.484,0.389,0.944,47,27,4,1,21,0
119,0.489,0.472,0.875,37,31,19,8,12,1
119,0.455,0.422,0.833,49,26,9,8,10,1
119,0.454,0.342,0.75,43,25,7,7,7,1
119,0.422,0.355,0.8,42,25,9,4,10,1
119,0.544,0.35,0.813,38,24,5,5,9,1
119,0.484,0.28,0.706,46,22,9,1,15,1
119,0.374,0.297,0.829,56,20,12,4,6,1
119,0.527,0.321,0.706,40,25,7,3,13,1
119,0.483,0.462,0.697,55,25,7,7,21,1
119,0.495,0.344,0.842,52,26,4,1,12,1
119,0.467,0.444,0.767,39,25,4,2,10,0
119,0.5,0.333,0.8,47,30,8,4,14,1
119,0.5,0.36,0.8,40,31,14,8,15,0
119,0.483,0.353,0.852,42,19,11,4,12,1
119,0.512,0.344,0.833,50,30,6,5,18,1
119,0.543,0.45,0.722,41,32,5,5,14,1
119,0.487,0.407,0.78,45,21,10,3,13,1
119,0.528,0.44,0.737,48,27,5,4,11,1
119,0.488,0.273,0.738,53,24,8,1,19,1
119,0.446,0.316,0.895,51,29,6,6,16,0
119,0.453,0.367,0.857,52,26,4,3,15,1
119,0.424,0.323,0.926,49,23,10,3,17,0
119,0.455,0.464,0.765,47,25,4,5,11,0
119,0.478,0.325,0.692,44,30,17,3,18,1
119,0.488,0.44,0.828,54,28,7,7,18,1
119,0.476,0.441,0.963,50,25,4,6,18,1
119,0.494,0.385,0.688,41,22,4,10,9,1
119,0.426,0.276,0.838,44,23,7,3,13,0
119,0.419,0.324,0.769,55,16,8,6,17,0
119,0.649,0.385,0.692,24,28,13,3,15,1
119,0.506,0.321,0.828,54,28,12,6,18,1
119,0.484,0.233,0.759,46,23,10,6,15,0
120,0.506,0.424,0.706,39,23,14,7,14,1
120,0.489,0.4,0.692,47,28,10,4,21,1
120,0.479,0.325,0.833,40,29,4,4,9,0
120,0.413,0.364,0.842,50,22,8,9,14,1
120,0.426,0.467,0.813,47,24,8,3,9,1
120,0.455,0.258,0.88,53,26,7,1,14,1
120,0.44,0.35,0.821,43,27,6,3,18,0
120,0.467,0.383,0.867,38,28,13,5,11,1
120,0.514,0.414,0.872,37,24,8,2,21,0
120,0.477,0.457,0.759,45,23,9,7,12,1
120,0.537,0.361,0.731,36,28,8,5,12,1
120,0.516,0.37,0.737,43,31,3,4,16,0
120,0.535,0.424,0.737,36,26,10,3,18,0
120,0.488,0.433,0.793,46,24,3,6,13,1
120,0.495,0.444,0.737,36,27,8,6,8,0
120,0.442,0.326,0.538,51,26,11,8,10,0
120,0.489,0.306,0.676,43,25,5,2,11,0
120,0.5,0.367,0.9,47,26,8,7,19,1
120,0.431,0.303,0.88,55,24,8,3,14,1
120,0.468,0.462,1.0,53,25,8,8,17,1
120,0.573,0.481,0.867,36,24,8,6,15,0
120,0.44,0.4,0.686,46,25,7,5,16,1
120,0.47,0.519,1.0,51,34,10,7,9,1
120,0.529,0.529,0.909,51,38,8,6,18,1
120,0.478,0.4,0.8,47,26,4,4,13,1
120,0.516,0.346,0.739,54,29,6,2,11,1
120,0.495,0.538,0.889,43,27,6,4,11,1
120,0.449,0.344,0.553,47,28,14,9,14,0
120,0.458,0.389,0.818,42,20,11,2,17,0
120,0.459,0.349,0.938,54,34,7,7,13,1
120,0.513,0.4,0.786,55,26,3,6,21,1
120,0.553,0.516,0.588,42,35,7,6,15,1
120,0.469,0.29,0.905,47,20,6,7,9,1
120,0.46,0.306,0.81,43,24,8,1,9,0
120,0.5,0.407,0.739,56,26,9,4,19,1
120,0.429,0.367,0.758,54,24,8,8,15,0
120,0.541,0.276,0.714,47,23,6,6,18,1
120,0.525,0.435,0.839,52,26,8,6,23,1
120,0.449,0.387,0.645,50,24,10,8,17,1
120,0.489,0.452,0.909,43,30,5,4,12,1
120,0.477,0.5,0.758,50,22,5,3,14,1
120,0.554,0.222,0.923,47,24,7,6,14,1
120,0.426,0.316,0.733,55,26,5,3,16,1
120,0.471,0.364,0.667,48,24,8,8,18,0
120,0.494,0.333,0.875,47,28,11,7,12,1
120,0.458,0.385,0.654,56,21,7,8,13,1
120,0.442,0.231,0.633,51,23,11,9,18,0
120,0.467,0.447,0.85,55,32,6,4,16,1
121,0.525,0.148,0.684,46,25,3,4,12,0
121,0.494,0.413,0.929,36,22,6,5,16,1
121,0.466,0.464,0.743,47,28,9,4,18,1
121,0.45,0.378,0.778,40,33,11,4,6,1
121,0.505,0.341,0.846,49,35,9,8,15,1
121,0.495,0.31,0.8,44,31,10,4,14,0
121,0.544,0.5,0.765,47,31,4,5,10,1
121,0.518,0.417,0.857,48,25,6,2,16,1
121,0.457,0.273,0.839,56,21,10,5,16,1
121,0.452,0.417,0.786,44,33,15,6,12,1
121,0.511,0.29,0.8,55,27,8,9,17,1
121,0.451,0.217,0.879,40,17,11,5,12,1
121,0.5,0.375,0.762,51,31,11,2,17,1
121,0.489,0.348,0.818,55,21,9,14,13,1
121,0.438,0.32,0.75,49,28,8,7,7,1
121,0.517,0.333,0.741,30,31,13,4,15,0
121,0.521,0.462,1.0,47,30,8,1,14,1
121,0.505,0.393,0.769,53,29,7,8,9,1
121,0.518,0.515,0.941,41,30,9,4,15,1
121,0.512,0.417,0.781,43,31,12,7,20,1
121,0.529,0.435,0.704,41,19,7,5,12,0
121,0.595,0.37,0.654,43,28,7,6,13,1
121,0.48,0.341,0.6,50,30,7,5,14,1
121,0.506,0.472,0.778,41,33,8,6,20,0
121,0.417,0.341,0.85,55,21,8,4,9,1
121,0.471,0.289,0.706,53,29,5,6,10,1
121,0.467,0.357,0.758,45,24,8,0,12,0
121,0.483,0.381,0.818,49,24,14,2,20,1
121,0.435,0.333,0.718,57,27,9,6,11,1
121,0.477,0.359,0.697,42,21,6,3,12,1
121,0.539,0.5,0.65,50,34,6,11,15,1
121,0.5,0.39,0.7,47,23,8,7,14,1
121,0.479,0.292,0.846,48,26,4,2,11,0
121,0.583,0.5,0.824,39,33,13,4,16,1
121,0.527,0.5,0.75,42,16,7,1,9,1
121,0.449,0.345,0.885,47,27,7,7,16,1
121,0.527,0.48,0.647,44,35,13,3,9,1
121,0.473,0.25,0.882,49,23,11,5,17,1
121,0.571,0.5,0.615,41,27,10,7,13,1
121,0.453,0.375,0.793,49,25,7,6,13,1
121,0.5,0.286,0.929,49,32,9,4,13,1
121,0.478,0.343,0.778,42,24,8,2,16,0
121,0.5,0.345,0.826,42,27,13,3,14,1
121,0.536,0.469,0.842,46,24,5,3,12,1
121,0.543,0.559,0.875,44,35,5,2,12,1
122,0.476,0.593,0.839,34,35,9,11,11,1
122,0.489,0.476,0.842,47,21,6,4,18,0
122,0.472,0.227,0.923,48,27,8,6,13,0
122,0.563,0.4,0.828,46,28,2,3,14,1
122,0.473,0.3,0.964,45,27,11,7,11,1
122,0.548,0.278,0.833,51,25,4,5,13,1
122,0.542,0.423,0.913,41,23,5,7,13,1
122,0.467,0.297,0.794,40,27,14,4,18,0
122,0.529,0.364,0.762,30,23,6,3,10,0
122,0.447,0.286,0.7,43,25,11,2,8,1
122,0.477,0.379,0.931,52,35,6,1,19,1
122,0.495,0.438,0.5,57,33,8,2,14,1
122,0.505,0.472,0.786,42,35,9,5,12,1
122,0.505,0.379,0.905,45,29,8,8,11,1
122,0.512,0.447,0.773,52,29,5,9,17,1
122,0.462,0.478,0.862,47,27,10,5,7,1
122,0.457,0.314,0.625,55,32,10,4,10,1
122,0.51,0.311,0.833,49,36,9,10,16,1
122,0.463,0.4,0.889,57,31,9,4,12,1
122,0.549,0.35,0.714,45,18,4,6,10,1
122,0.447,0.25,0.686,46,22,13,3,10,1
122,0.553,0.514,0.769,40,31,10,3,21,1
122,0.506,0.261,0.903,49,27,10,4,16,1
122,0.505,0.542,0.765,45,22,9,9,18,1
122,0.481,0.343,0.842,46,23,3,13,12,1
122,0.42,0.452,0.727,50,26,9,4,9,1
122,0.551,0.581,0.857,37,20,4,4,17,0
122,0.506,0.381,0.718,43,25,12,2,18,1
122,0.536,0.458,0.656,42,27,13,3,13,1
122,0.609,0.545,0.714,31,25,5,5,15,1
122,0.419,0.314,0.868,53,23,9,6,19,1
122,0.539,0.4,0.923,54,31,14,10,23,1
122,0.484,0.37,0.71,41,26,15,3,12,1
122,0.476,0.321,0.722,38,27,11,3,9,1
122,0.473,0.481,0.75,43,29,7,7,16,1
122,0.452,0.286,0.929,34,22,7,1,12,0
123,0.472,0.5,0.643,46,30,10,5,13,1
123,0.532,0.429,0.824,40,24,6,4,14,1
123,0.431,0.316,0.697,47,29,8,7,7,0
123,0.564,0.621,0.773,45,26,5,6,13,1
123,0.518,0.353,0.657,56,30,11,6,23,1
123,0.479,0.394,0.818,53,26,7,6,14,1
123,0.434,0.303,0.794,52,23,10,3,13,0
123,0.476,0.4,0.775,49,28,6,6,17,1
123,0.457,0.423,0.8,56,28,7,4,16,1
123,0.506,0.294,0.862,44,28,7,6,19,1
123,0.446,0.5,0.842,44,24,6,5,8,1
123,0.523,0.48,0.913,43,25,12,5,14,1
123,0.506,0.478,0.788,37,26,16,4,11,1
123,0.5,0.371,0.833,56,25,9,4,17,1
123,0.556,0.48,0.778,44,27,7,4,21,1
123,0.54,0.481,0.762,39,26,16,2,19,1
123,0.538,0.385,0.789,32,34,11,0,6,1
123,0.461,0.359,0.75,46,30,10,6,8,1
123,0.512,0.452,0.806,38,28,9,6,11,1
123,0.474,0.556,0.786,43,34,12,0,8,0
123,0.517,0.56,0.905,44,28,3,2,15,1
123,0.47,0.457,0.65,58,32,10,6,24,1
123,0.437,0.273,0.828,49,22,8,4,7,0
123,0.506,0.394,0.8,48,26,11,3,14,1
123,0.563,0.391,0.941,45,28,5,9,7,1
123,0.521,0.483,0.75,43,34,8,6,9,1
123,0.529,0.333,0.788,42,27,8,4,18,1
123,0.439,0.316,0.758,58,28,11,7,12,1
123,0.446,0.4,0.821,42,30,8,4,12,0
123,0.481,0.371,0.533,61,29,10,5,10,1
123,0.528,0.346,0.833,46,25,9,6,18,1
123,0.505,0.419,0.647,55,28,8,8,17,1
123,0.558,0.382,0.8,45,29,4,4,17,1
123,0.523,0.406,0.783,37,33,11,7,18,1
123,0.495,0.462,0.6,46,28,8,8,14,1
123,0.41,0.302,0.933,51,24,7,10,11,1
123,0.511,0.378,0.731,40,35,12,4,14,1
123,0.484,0.348,0.862,43,26,5,2,14,0
123,0.449,0.413,0.828,38,24,11,4,17,0
123,0.519,0.481,0.737,44,21,8,4,17,1
124,0.506,0.406,0.84,39,30,9,1,14,1
124,0.473,0.351,0.893,49,29,4,9,8,1
124,0.6,0.448,0.789,38,26,8,5,18,0
124,0.562,0.405,0.818,43,33,7,2,12,1
124,0.5,0.436,0.611,53,35,8,6,7,1
124,0.477,0.467,0.867,31,27,7,3,13,0
124,0.566,0.423,0.905,43,28,6,7,16,1
124,0.529,0.576,0.722,50,36,7,3,16,1
124,0.471,0.417,0.8,51,38,7,5,16,0
124,0.549,0.429,0.75,37,31,11,3,17,0
124,0.549,0.579,0.622,43,34,5,2,10,1
124,0.523,0.439,0.933,46,30,12,7,22,1
124,0.495,0.487,0.9,42,27,14,4,15,1
124,0.532,0.41,0.727,41,34,5,9,15,1
124,0.567,0.345,0.522,45,30,12,9,15,1
124,0.533,0.379,0.739,55,33,6,1,19,1
124,0.568,0.44,0.875,39,28,8,2,17,1
124,0.471,0.471,0.757,37,20,8,1,16,0
124,0.49,0.324,0.708,44,15,10,6,13,0
124,0.47,0.417,0.795,42,24,5,0,10,1
124,0.474,0.426,0.632,44,30,10,6,11,1
124,0.57,0.394,0.929,43,21,9,3,15,1
124,0.429,0.483,0.867,51,26,11,12,15,1
124,0.489,0.314,0.618,44,25,6,3,9,0
124,0.489,0.422,0.789,57,28,5,4,17,1
124,0.469,0.425,0.708,55,27,5,9,15,1
124,0.398,0.282,0.871,70,22,6,4,20,0
124,0.458,0.381,0.667,54,22,7,4,18,1
124,0.563,0.526,0.889,43,27,10,6,16,1
125,0.513,0.412,0.806,40,24,5,3,13,1
125,0.521,0.32,0.613,39,37,7,8,8,1
125,0.458,0.297,0.839,57,34,10,4,19,1
125,0.494,0.354,0.714,37,21,7,3,10,0
125,0.482,0.368,0.879,53,28,2,9,7,1
125,0.484,0.375,0.643,44,20,11,4,8,1
125,0.457,0.413,0.833,49,32,5,11,15,1
125,0.523,0.488,0.722,31,33,6,3,15,0
125,0.522,0.39,0.75,52,29,7,3,11,1
125,0.505,0.261,0.75,45,28,7,5,11,0
125,0.541,0.5,0.792,50,27,5,5,18,1
125,0.529,0.429,0.667,46,26,1,6,12,1
125,0.524,0.438,0.862,36,25,6,2,7,1
125,0.46,0.385,0.811,48,17,15,8,14,1
125,0.535,0.385,0.72,36,30,8,5,9,1
125,0.5,0.468,0.794,34,28,8,3,15,1
125,0.553,0.481,0.9,44,32,7,0,13,1
125,0.494,0.458,0.909,46,29,8,1,8,1
125,0.609,0.263,0.7,43,33,11,5,13,1
125,0.566,0.3,0.806,40,26,5,5,12,1
125,0.469,0.341,0.8,42,33,6,3,13,0
125,0.524,0.355,0.839,45,34,5,3,10,1
125,0.578,0.455,0.792,47,25,10,7,11,1
125,0.505,0.364,0.724,41,25,7,4,15,0
125,0.447,0.364,0.833,51,26,7,4,19,0
125,0.484,0.306,0.786,64,24,10,5,20,1
125,0.522,0.314,0.8,47,25,4,7,11,1
125,0.568,0.4,0.75,43,19,2,4,16,0
125,0.495,0.436,0.842,50,32,5,6,15,1
125,0.565,0.531,0.75,43,29,11,10,15,1
125,0.43,0.333,0.821,44,27,11,8,7,1
125,0.483,0.4,0.912,46,29,6,8,11,1
125,0.485,0.433,0.6,48,25,9,5,14,0
125,0.543,0.464,0.828,39,27,7,5,14,1
125,0.533,0.413,0.727,62,32,4,8,18,1
125,0.418,0.405,0.692,54,23,6,7,10,1
126,0.506,0.45,0.8,48,20,4,6,14,1
126,0.534,0.4,0.952,49,26,4,2,13,1
126,0.473,0.438,0.686,48,28,10,5,11,1
126,0.538,0.348,0.791,47,33,8,7,15,1
126,0.556,0.414,0.875,53,34,10,7,12,1
126,0.538,0.429,0.731,43,25,7,8,7,1
126,0.47,0.441,0.85,36,29,9,4,11,1
126,0.511,0.333,0.759,51,27,4,4,11,1
126,0.516,0.458,0.84,51,30,5,3,10,1
126,0.568,0.35,0.905,50,34,5,6,15,1
126,0.457,0.281,0.756,40,22,16,3,12,0
126,0.505,0.516,0.762,43,27,7,5,10,1
126,0.522,0.419,0.792,41,22,9,4,16,0
126,0.541,0.333,0.743,53,33,10,7,13,1
126,0.527,0.29,0.808,44,21,9,5,9,1
126,0.556,0.414,0.778,47,33,7,3,16,1
126,0.48,0.353,0.645,46,27,11,8,10,1
126,0.494,0.441,0.844,43,24,8,2,14,1
126,0.533,0.382,0.682,35,32,10,5,7,0
126,0.556,0.394,0.917,36,18,8,7,15,1
126,0.479,0.5,0.8,44,22,7,0,15,0
126,0.473,0.469,0.885,48,25,11,6,13,1
126,0.545,0.37,0.615,54,30,2,4,13,1
126,0.448,0.348,0.696,52,31,11,8,17,0
126,0.571,0.333,0.923,50,29,3,7,15,1
126,0.515,0.367,0.867,49,31,11,3,12,1
126,0.455,0.364,0.774,46,21,12,6,16,1
127,0.522,0.436,0.778,50,32,6,6,7,1
127,0.543,0.29,0.9,40,32,12,3,14,1
127,0.538,0.355,1.0,33,26,11,4,8,1
127,0.45,0.392,0.944,42,17,13,7,12,1
127,0.556,0.406,0.609,48,26,5,5,8,1
127,0.542,0.517,0.815,49,26,7,2,19,1
127,0.559,0.375,0.889,47,31,10,16,9,1
127,0.505,0.447,0.857,47,29,5,8,14,1
127,0.453,0.324,0.833,37,22,10,3,15,0
127,0.477,0.4,0.771,55,17,4,4,13,1
127,0.5,0.429,0.826,50,23,7,6,15,1
127,0.553,0.394,0.741,49,27,5,3,12,1
127,0.538,0.783,0.793,42,23,1,1,17,0
127,0.506,0.37,0.846,37,27,5,1,12,0
127,0.553,0.483,0.76,33,38,9,5,14,0
127,0.514,0.5,0.86,37,20,10,1,17,1
127,0.484,0.414,0.818,42,28,9,6,9,1
127,0.563,0.621,0.864,36,30,7,3,12,1
127,0.43,0.303,0.787,52,24,9,8,15,1
127,0.505,0.478,0.833,38,23,4,1,8,1
127,0.575,0.385,0.857,46,36,10,8,15,1
127,0.473,0.333,0.9,55,30,10,8,13,1
128,0.49,0.543,0.765,53,33,5,4,17,1
128,0.521,0.375,0.813,41,31,14,4,18,1
128,0.49,0.462,0.8,41,29,7,2,10,0
128,0.489,0.421,1.0,48,35,7,5,8,0
128,0.529,0.343,0.8,51,31,4,6,15,1
128,0.466,0.324,0.808,53,30,8,3,7,1
128,0.394,0.407,0.667,44,31,10,4,15,0
128,0.516,0.467,0.857,45,28,6,11,10,1
128,0.522,0.333,0.852,44,27,8,5,7,1
128,0.56,0.407,0.75,48,32,5,9,11,1
128,0.509,0.419,0.7,51,30,14,5,17,1
128,0.533,0.412,0.667,52,34,12,6,16,1
128,0.511,0.481,0.905,38,29,10,4,8,1
128,0.533,0.342,0.85,46,32,8,6,9,1
128,0.585,0.542,0.864,39,33,10,8,20,1
128,0.533,0.548,0.813,47,30,4,4,10,1
128,0.485,0.367,0.85,46,27,6,5,15,0
128,0.505,0.439,0.667,48,33,12,6,9,1
128,0.541,0.5,0.792,37,27,10,7,15,1
128,0.537,0.485,0.833,47,32,11,7,16,1
128,0.532,0.4,0.75,46,24,8,4,15,1
128,0.465,0.412,0.815,54,26,6,6,18,1
128,0.581,0.48,0.667,41,19,10,8,16,1
128,0.511,0.529,0.719,41,19,16,6,17,1
128,0.586,0.485,0.833,39,26,10,6,14,1
128,0.552,0.407,0.808,44,24,6,6,11,1
128,0.44,0.351,0.931,54,21,9,10,17,1
129,0.54,0.541,0.882,51,27,5,8,12,1
129,0.478,0.421,0.833,52,32,8,8,15,1
129,0.462,0.432,0.794,48,24,3,4,4,1
129,0.545,0.452,0.778,37,30,12,7,14,1
129,0.515,0.537,0.389,43,35,5,6,8,1
129,0.522,0.459,0.842,40,34,6,5,24,0
129,0.545,0.432,0.85,53,32,8,8,20,1
129,0.495,0.316,0.724,40,34,5,8,9,0
129,0.489,0.4,0.735,42,25,12,5,11,0
129,0.528,0.552,0.826,41,28,1,6,4,1
129,0.512,0.333,0.811,48,27,9,7,13,1
129,0.59,0.545,0.76,59,28,2,2,21,1
129,0.548,0.444,0.786,60,30,8,6,17,1
129,0.49,0.412,0.875,39,30,6,5,11,1
129,0.554,0.481,0.727,39,35,13,3,17,1
129,0.452,0.35,0.861,46,22,9,7,7,1
129,0.649,0.632,0.81,45,29,5,4,11,1
129,0.489,0.417,0.607,44,26,3,2,13,1
129,0.484,0.487,0.9,47,28,15,9,22,1
129,0.571,0.448,0.571,35,31,6,5,9,1
129,0.529,0.529,0.875,46,29,6,5,9,1
129,0.59,0.4,0.767,39,29,4,1,12,1
129,0.533,0.476,0.75,39,27,8,3,10,0
129,0.485,0.294,0.719,54,27,5,5,15,1
129,0.511,0.407,0.857,43,29,13,6,16,1
129,0.521,0.4,0.731,39,24,6,2,13,0
130,0.575,0.593,0.7,50,34,13,4,25,1
130,0.51,0.432,0.737,49,25,3,7,7,1
130,0.495,0.217,0.931,53,29,8,6,11,1
